"transaction_id","project_id","transaction_isodate","transaction_year","transaction_value_code","transaction_currency","transaction_value"
"4PQkKz8b9LfAEV9x8cHScm","34212","","2008","C","USD","505563.2421"
"tyFTU7REYyahQzZRfTczxW","34451","","2008","C","USD","5055632.421"
"bCu9GKnLz9EgSoP8HSqvxk","34291","","2008","C","USD","10111264.84"
"rAqByNDEJSTdXrpPYN9A9Y","34214","","2008","C","USD","4365419.57"
"6uL8yT8cyMpxXEJ9setQE4","34218","","2008","C","USD","252781.621"
"G77PJjLARzSnxUcjk5QyuJ","38436","","2008","C","USD","252781.621"
"WgDHsy3hSzEzUMeNrztyKo","35872","","2008","C","USD","6066.758905"
"ojarPdCRyizQDgwUowJkSe","35785","","2008","C","USD","20222529.68"
"wfzdRepp6UTsvPaWv34cTa","35796","","2008","C","USD","480196152.7"
"EMeEzkNJYz8duGqmTxknbg","38986","","2009","C","USD","8197421.966"
"AFFRG6BFyo3yjfvg9UXpsM","38987","","2009","C","USD","11000.0"
"jFJ3Lqfkx3CWbLM8WJXhEe","38982","","2011","C","USD","41447.52057"
"RTjXdCQ96ptNzCYNLT4gM6","38532","","2012","C","USD","5337049.377"
"iiKgEAwg8kBa6jQVFFPSya","38976","","2012","C","USD","50428.81301"
"ACY4GoAcfFL682MM9aagZD","38978","","2012","C","USD","42024.01084"
"5RmtkppY9bMDGx7WFt4xcM","38537","","2012","C","USD","3988918.803"
"Lx7bimTQGi7swUmXDAP7Ma","34195","","2012","C","USD","840480.2168"
"qJudZxcHJou8EfVMFd9oZJ","36064","","2007","C","USD","2386649548.0"
"bpr6PWZT8XNWGm4cgGzkqm","36061","","2007","C","USD","357997.4323"
"3FM2H8h5zWu9wtz6vtk4NS","35841","","2008","C","USD","101112.6484"
"KvXUYkc454Aztwtvtykgrk","38169","","2009","C","USD","50000000.0"
"evppabb3CyD6RBf6hFk2fF","36352","","2011","C","USD","24868512.34"
"UHEsFavRo4kYtHnjqiXh2g","37518","","2014","C","USD","3980113636.0"
"tfP6sSWr35jBDsAgyyhSqQ","36417","","2014","C","USD","76127.16256"
"JqyA3D6uNVHd7hQqF4mN4e","36420","","2014","C","USD","45454545.45"
"LucWDUYuH2dqzYzi5uNAkd","36258","","2012","C","USD","3988918.803"
"HRNdKfwwV2cAZbhn5Fjd2g","35784","","2002","C","USD","1983763.143"
"gWtmpEWaNu2kZQz4zuCMg7","35836","","2003","C","USD","1933293.271"
"j7qxo53kQWeekAZuRKBxyV","36008","","2006","C","USD","1687854.743"
"8jAENqNdN9UuDwLjDbMp69","36363","","2011","C","USD","124342561.7"
"Fwajpp3YbL9SCqei8sUZaG","39170","","2014","C","USD","10454545.45"
"n3vUhpcBCYXgfCzQs5r2Dd","36351","","2014","C","USD","2952488.235"
"w6PEwfzXSfKnsX3bAko2d7","36364","","2011","C","USD","41447520.57"
"VNCsSo8LLLjNFumvHa9XrR","36419","","2014","C","USD","10333708.82"
"f3iSqTpAW6KJqLVH5BzsPN","30642","","2013","C","USD","7339449.541"
"LS3QUhpuoKWmbUeniKbvoP","30392","","2013","C","USD","1489908.257"
"p5HoZzKueekd3DsgfsQyRX","30637","","2013","C","USD","7465137.615"
"G8rDyM67mw6raCp6BzuzXS","30353","","2012","C","USD","95318214.74"
"2zBPRFwo7UnyZizKkfeX8e","30175","","2012","C","USD","15955675.21"
"vnhbrrnRc27XQs3EAb4BEd","30641","","2012","C","USD","7564321.951"
"wh4rFLLEjr6XowSfCJmpo5","30640","","2012","C","USD","21012005.42"
"ZvmEUwdK4apB5A642md297","30699","","2012","C","USD","6648198.005"
"uqKGpMWD4o8iKmqgonGPsY","30729","","2012","C","USD","6648198.005"
"NUDH7derDuF5oSzyJBkXMb","2021","","2011","C","USD","6414573.805"
"UDzLtaLkkWUMNyya8pEfUJ","2022","","2011","C","USD","6414573.805"
"y9vbTvgcwREGX2gg8Hys2c","17115","","2010","C","USD","10985398.6"
"tsrkmcgwz2cBZUNRf8sgDR","2018","","2010","C","USD","4090575.714"
"Lo8Hftumg4uyhDA5iXSmN5","2020","","2010","C","USD","5578057.791"
"gx5cU8KiP8KbXBDHPCRJZi","2015","","2009","C","USD","5855301.404"
"tKSGymrX5dY4g7cF3aH2MN","2014","","2009","C","USD","32057775.19"
"VkkFkNk6mWAmRJxaM6JXTd","2009","","2009","C","USD","50000000.0"
"dSgMDvYomZbnvL5FffDhgM","1992","","2009","C","USD","70000.0"
"4xoBHKFTPLNowcakr6Jwan","1980","","2008","C","USD","50556.32421"
"mc7jXh3cYhWX7gn7tjBxSf","1978","","2008","C","USD","110940.3648"
"p5ya7dhR4ssqZdP3soGbyA","1984","","2008","C","USD","1455139.857"
"hNYQMQYpxoPkTEwm9pUETB","955","","2008","C","USD","31132584.45"
"9XiLMmM98EDS7Yz2Rd9xw8","1899","","2007","C","USD","190931963.9"
"zGZrtFm7pczMRNLoTYmnWa","30356","","2007","C","USD","596662.3871"
"ZJfSbLvN6Ft48bhMjixxn4","1898","","2007","C","USD","1745408.341"
"98RfojPnXgPoZVg2NLZD9n","16801","","2006","C","USD","6056102.571"
"KCvhVMwYaT8LtTn77QBhpA","1886","","2006","C","USD","10308832.38"
"p8qoxqYGnfzKLeZcrJ9v75","1890","","2006","C","USD","337570.9487"
"RgveTr5GjuCT3R5Tsh47aW","1885","","2006","C","USD","6729.002856"
"59mPGbXjrpgcTdrsFnh89B","1895","","2006","C","USD","3375709.487"
"TdECeeaY6tqLsA3EkzsuPK","1880","","2005","C","USD","77198.6706"
"QxYKzrpMZzpZNDLuaCgYuW","1881","","2005","C","USD","2153158.315"
"9ToSjB8ndKUL6pHsXQbiDE","1802","","2003","C","USD","5992979.778"
"rKvaPGqju3czg3mboQUKB9","17068","","2002","C","USD","9092247.739"
"ckMTTDpmpMXpdF6v3PqA8j","1876","","2001","C","USD","22737216.13"
"YFk25RANv5CSQfcHuaRPpe","1867","","2001","C","USD","4489602.646"
"LyEyeVfA7ooqQBLevwmy3C","1877","","2001","C","USD","6026828.804"
"ZGktnMt8a9cHk5shz44T4V","1874","","2001","C","USD","6005765.165"
"RkQVzZ9HHhFn7qudj2JYL4","1837","","2000","C","USD","4100368.34"
"AAxFyvQQ2pettjogZzXJke","1843","","2000","C","USD","4100368.34"
"bgriLd7LaAdT4duiDZ6hkZ","33736","","2013","C","USD","71084257.06"
"AcnyoJ8WdswH9nMorwrgHH","36072","","2013","C","USD","745205.9004"
"VwfLwTEDV7vJTNuvanKpDZ","30311","","2013","C","USD","4585.882464"
"sSF2RPx8HtR5wPC2APRJTd","30603","","2013","C","USD","369724770.6"
"ra9dyhRCY2JJdpxfvyEE3S","30937","","2013","C","USD","183486238.5"
"RSkLA8KFHvWWmBonUWZKmY","30615","","2013","C","USD","3302752.294"
"WpsCJjramVQYhj2U6CFvDF","30586","","2013","C","USD","261467889.9"
"38RkPchYHDTgdL6S9ZFAHU","30966","","2013","C","USD","124770642.2"
"va9eVsymMZQBWsrJvn6Eea","30183","","2012","C","USD","1029588266.0"
"TWY9sLzhM9M7FJNzk7RRrW","30293","","2012","C","USD","439681269.7"
"aTso9m2UbpasK2ChpDiX3d","30309","","2012","C","USD","7564.320438"
"Ld3P6zG5ttVWzfXRoq39ne","30307","","2012","C","USD","252144.065"
"ewmcxbzMKcrUrL9msz6tqm","1924","","2011","C","USD","53881776.74"
"rAhiQk7umtnTaZ7z3AM5Di","1925","","2011","C","USD","8289504.114"
"R2gCQayyFpKCUxcsBnxHvK","1926","","2011","C","USD","4725017.345"
"eCJnsizQzK7HPX88dqRiui","30938","","2011","C","USD","58026528.8"
"MeLFM3QknpBLH6TXeLqDy6","30437","","2010","C","USD","31051188.37"
"zYYzhYhuJn8CjjzSCYPjiP","680","","2010","C","USD","66049709.06"
"dRFvbaV5UhDg85m6oro6ei","1923","","2010","C","USD","42219.86545"
"7Q5P9B7YL2tVUzR7buDTRh","1917","","2010","C","USD","9296762.985"
"AuTLFPoeXFn8mQdPcej6rj","23220","","2010","C","USD","171518.2034"
"SY6QjYcitJLEALEvg2dASL","1919","","2010","C","USD","4617.797783"
"ve3gtmq4VFeF95Sopho5rb","23150","","2010","C","USD","96122237.71"
"8PFLP2V6Sbatd5dvBEQgVF","14883","","2009","C","USD","5855301.404"
"rXf8CXNuwjd7Pei97zDnh3","1903","","2009","C","USD","21957380.27"
"sf4sNYDzs9C2GsBSAF9dbH","33036","","2009","C","USD","146382.5351"
"gyD2bUggR9st5DfwsX9pUS","1907","","2009","C","USD","219573.8027"
"KE9SHsUMeZyFymxyoVvU7f","1910","","2009","C","USD","4400000.0"
"AQ7ZTszcrbnmiCo8BBa3jD","1905","","2009","C","USD","500000000.0"
"XsaSm6e3mJrXYHxUKw5u7o","33017","","2008","C","USD","8452.039059"
"sKXMs6eU64HRWybFRYHVHA","1800","","2008","C","USD","1516689.726"
"RxWCX9XtNCxN69uVd2BLFk","32996","","2008","C","USD","70778853.89"
"4CiHBPUgAkx3aRit9Qup6g","1906","","2007","C","USD","477329909.7"
"hRhppFifyPCB2sjegCeQf9","32963","","2006","C","USD","13458005.71"
"Ghp3qTWBNFpmDUPPQ4LATG","14910","","2006","C","USD","843927.3717"
"79sYLDeuiY6zscXzjYukEQ","1772","","2006","C","USD","1322257.959"
"5bpxjpYpHWh5Q5VcFSyKmj","14902","","2006","C","USD","506356.423"
"9qRsRSskuYpecMRWBXWTJ7","1522","","2006","C","USD","13502837.95"
"baAUY2zCF78RvJpC2ypb77","1518","","2005","C","USD","179281.3836"
"WqRHSGpn2xaRkxL9GvMZGH","1515","","2005","C","USD","18660.7054"
"hmaKdLrWBZUnwDeVceg3Pe","1428","","2005","C","USD","13636.66933"
"cgjSe8xrJYyxcXqjVXm2To","1521","","2005","C","USD","176738.3852"
"EmNB29tMmWdo3BEC9NK2Xn","1493","","2003","C","USD","322215.5451"
"qprPUDNTXUoyaT6YUERSAg","30017","","2002","C","USD","3762635.911"
"grZ4Rgy8egWFZ674BFnZL5","1373","","2002","C","USD","17102.89051"
"a2GUxgAr5teXXwgUTEhbQD","1374","","2002","C","USD","82656.79762"
"Px8jW2hedNLYS48FLtBUjE","1361","","2001","C","USD","100167415.7"
"G8Ciz8bNtFLPy4Ai9b2kED","14502","","2001","C","USD","379459.9862"
"8br49YrVSJo8FfMsPvJ6QP","1357","","2000","C","USD","3180711.694"
"6PkEBgUyH5bJUobFZf4mb9","115","","2000","C","USD","23113171.64"
"h3uM3a7kJmczaHdSVrRQCn","1359","","2000","C","USD","7784549.294"
"EyCQYeJ4p8wacmxZhbCPja","1360","","2000","C","USD","33944.91639"
"vRfo9A9mDtB2dpScrFWiTe","1783","","2000","C","USD","61493759.42"
"qzhdbozm99gv5HZMAoSXCB","34204","","2000","C","USD","50917.37458"
"G4CnhkqBJS7JGKmxXdaZLF","34068","","2000","C","USD","1607889344.0"
"xkDrn9wyTxpLmakfDUsAYe","34309","","2002","C","USD","6612543810.0"
"6EKWCPj7ETdaioMKDaYT9Z","34762","","2004","C","USD","149853.262"
"AAzjWZK34tduESpYVq4zaT","34862","","2005","C","USD","1299072.183"
"FmzxnvR2QyPwGgczRahtoa","39145","","2005","C","USD","430631.663"
"B9jDAvJgEF2UScWqkwokrV","34863","","2005","C","USD","18393368.01"
"9C3K2m36qjasN6o3MWcccP","34820","","2005","C","USD","41627.72742"
"rnpW58dFamwp3R6NykRtCE","38660","","2006","C","USD","2637815.762"
"ywGcFegny2N4cFXKnhvUcU","34990","","2006","C","USD","4263136.584"
"zh8X4t5kc8yeyHhzJSED79","35096","","2007","C","USD","477329909.7"
"upDdxyXzomH8vU8iq4G7BK","34283","","2007","C","USD","1254887.599"
"79BAU2hSwF2kpzZvo8xkZA","35050","","2008","C","USD","404450593.7"
"BBHMnbwbmsTz3EZTjX6meH","34590","","2009","C","USD","116666.4631"
"jMPyhkZqDTXYnJcBokfGqj","34569","","2009","C","USD","1463825351.0"
"6PVtSv7drYkzfMaz58Tf9Y","34618","","2010","C","USD","1373174.824"
"BQbxgSMDTGYvAMxdzfZQyY","34606","","2010","C","USD","920027.1324"
"uPqfpwzjy8NUEB8kPgUVKQ","34637","","2011","C","USD","2130402.557"
"AbhB6DmnfnkAFZNr8JL89k","35383","","2011","C","USD","24868.51234"
"iCnEN5vNT87Ed4s6xAVtGe","31116","","2013","C","USD","7404610.11"
"rnYnHw6JpHHGaBTPuv9RHP","30257","","2012","C","USD","8740994.254"
"i7GrP42cUzs7DBcNa4nPbS","30240","","2012","C","USD","75643.21951"
"XLaDFpTUxSdVsdYSgR7ikZ","30256","","2012","C","USD","6723841.734"
"fyfhKHZgszmz34W9JsBT6h","30985","","2012","C","USD","109699.4779"
"YrDjqBit58iXViJ5G9aci9","14235","","2011","C","USD","290132644.0"
"MifE28riFoVdT33yByi8UV","30445","","2011","C","USD","12829147.61"
"pQCcXJrbHetCP4rxmJcJY4","14681","","2010","C","USD","92967629.85"
"caNRfxRbufbAnyhXZ2hUnH","14359","","2010","C","USD","371870.5194"
"erhFdUpskjXWnQjPAWeMcE","14612","","2010","C","USD","426935.3602"
"3o8oDQMD9kZHYSCSpGGHwN","14342","","2010","C","USD","2789028.896"
"vWefhbWG3GJtZhsHrSAkr9","35622","","2010","C","USD","13731.74824"
"xbabvpLJd6HqHSGceTJdsd","12253","","2009","C","USD","106000000.0"
"QUHZEyqgbYvMSBa6Tc3taW","12479","","2009","C","USD","5000000.0"
"nRXf42MUqVLdNHQhzBm9GY","30981","","2009","C","USD","4414680.0"
"uoLcEQRoFd2QJHPczR7KkW","12513","","2009","C","USD","750000.0"
"7LR3QAPuPgw7FAEQoNUzVV","30704","","2009","C","USD","700000.0"
"ZXekUWeYbZsaBmb7gXqtF3","12448","","2009","C","USD","300000.0"
"kd5Y7FJvGRrookGnxPU3u5","12360","","2009","C","USD","400000.0"
"oNUMHNCgbqughGfPDCZLmQ","30977","","2009","C","USD","83080.0"
"SZ5PAmZ4TLYvoqjTJ9WUvb","30011","","2009","C","USD","1449187.098"
"pkxut9jDAFHwv5qhNr6Kbn","11579","","2008","C","USD","10264564.76"
"62QECMaKzVevTEdtfAFwR6","11543","","2008","C","USD","5055632.421"
"BAzeYXUgjyXMJKwMgHZNrM","23467","","2008","C","USD","6066758.905"
"GSBmKQazosfna5MpM4Doon","11563","","2008","C","USD","1528052.664"
"JNP8AsuSEzbCi296TZm4yk","2518","","2007","C","USD","20286521.16"
"6ptLXCnxYLWacsCQrYAhXE","12177","","2007","C","USD","484671.4996"
"J5LaAkuBwL7ijLRdMDgMAA","12127","","2007","C","USD","32219768.9"
"8iqJZUia7VBVCNQ7iXvTQL","11347","","2007","C","USD","1384775.713"
"BEBxSsmUi95ai2QG35JgZ9","15400","","2007","C","USD","8114608.464"
"H9xyFSyoGrmAETsMfLbmFG","11465","","2007","C","USD","119332.4774"
"XPpPGuyH6joNXAo9qNx8W9","30986","","2007","C","USD","78628.16937"
"55frwraFaSoi2qWPsZUCea","11391","","2007","C","USD","11933247.74"
"9RVwQutXPrM6QcBBPFoHCi","11413","","2006","C","USD","2459060.262"
"sahQpu4gTXPWBHDXGzhmfd","2514","","2006","C","USD","17635836.99"
"4GvMP5LJtU2gZQzCZPmiwT","2517","","2006","C","USD","13458005.71"
"FJJoqVAnw8nvdPXbWeZxG6","23426","","2006","C","USD","134580.0571"
"UmXiXsqXHwSMf4BPVKhUK9","18629","","2004","C","USD","6707594.157"
"HVFnR4B9YjhaVZeB6ZvGLE","2510","","2004","C","USD","7534325.102"
"VWcd5sMiRRx4Q6dXLefjKd","2511","","2004","C","USD","3917849.053"
"yd7yaEN3CXGSJCmJGEVzRm","2507","","2003","C","USD","402769.4314"
"SGiBnEDGRJbn8ppkjY8Fwf","2502","","2003","C","USD","2335731.191"
"dBwHNaGvjwDkjoomS36VJn","2497","","2003","C","USD","16110.77726"
"fqqB3cYw6C5hSxdetquh2f","2509","","2003","C","USD","5839327.976"
"sZbteKNFctqifFv3vvV9Ln","2498","","2002","C","USD","7839891.454"
"b5KbkAxwekyiwwa46oqfWf","18654","","2002","C","USD","596782.0788"
"VZQYtkWcCvQgnzCEQ2ZkQj","15102","","2001","C","USD","66512631.79"
"2dLFt23Agi2uP9KnmntUgk","2495","","2001","C","USD","83140789.73"
"jSxHJ3GwcUALVdcgNTJbS9","18606","","2001","C","USD","57153421.54"
"SqgD9h2KVwYsffG2geMKWG","18617","","2001","C","USD","710727.3782"
"g8SwgQmSvwu5HywqB8LQ9M","2496","","2001","C","USD","13939868.69"
"XxanSEkr9RA4RTACPrZx78","2501","","2001","C","USD","62320.35656"
"5X6ZuDu8Lyws24rLvqT2N7","2499","","2001","C","USD","16628157.95"
"6DWJRizfBwM5BZdgWNaJ7Q","2489","","2000","C","USD","5431186.622"
"AwwRLgCxNng3QiMU9sfFbV","37918","","2011","C","USD","617236476.3"
"ibVq4ceeSHXnVEpeJHwd2m","38056","","2011","C","USD","414475205.7"
"9TC33kbz6KAuZgd6DopGiC","37941","","2011","C","USD","133461016.2"
"9GGtc7DY2g3nP9zxY2nQch","37920","","2011","C","USD","120032019.6"
"9iWRAUSBTTnr3mQcGrBBn","38163","","2012","C","USD","3361920867.0"
"rPjbDmMs2ere2EfjRx9AEf","38159","","2012","C","USD","6303601.626"
"S3ouHy6wWzLbazEeVU7JBH","38178","","2013","C","USD","47706422.02"
"fY8gH877P6Xxfh698WX2zG","38313","","2014","C","USD","115454545.5"
"NNXQtFsskRFy9ey4SvmWmQ","35833","","2001","C","USD","33256315.89"
"XahM7CgvHQr2VsGsqbSZHc","37944","","2005","C","USD","582788183.9"
"RMphf62rHBs7SJrhTHfdxE","37833","","2010","C","USD","5113219642.0"
"bknGMGK5koeaNTQyzjY2kR","38053","","2011","C","USD","3315801646.0"
"kPNmXn8TQRBRjJ8cTMU8g7","37914","","2011","C","USD","334067015.8"
"xTCcrPL8EDSeMsNABTauzb","38146","","2012","C","USD","1105231485.0"
"ZfesjjQKZCsYCofbN5kvEB","38064","","2013","C","USD","3688073394.0"
"7gd86fLudkNSRR6vHMGSXA","38297","","2013","C","USD","155963302.8"
"C6r8BDqw8Hr7JZNYdjWh74","38290","","2013","C","USD","4587155963.0"
"U77TcFjCxVNQ4aWRbhbBQ9","35885","","2004","C","USD","60274600.82"
"Wny97Cz8eptVWvid4ayAcB","35877","","2004","C","USD","911653.3374"
"r6RqZEUuiW7NUbu5ZDLCGZ","35974","","2006","C","USD","2691601143.0"
"gbk99BHGK8jRFuFbitUJTW","37496","","2009","C","USD","1390000000.0"
"NR4syxvSS882aoM7n9o8oS","37541","","2009","C","USD","1000000000.0"
"mB4haTtZybCXFbbSdVutWg","39431","","2009","C","USD","60000000.0"
"Z9t7pGnAWJJbkkmxrDM3Kd","37807","","2010","C","USD","888770541.4"
"i43xviRyQcaDy9J8ZaKBP6","37940","","2011","C","USD","92842446.08"
"QsFTFbjxXVDEz62r2dUzD6","38293","","2013","C","USD","642201834.9"
"xZcaiypq2A7KXEnrCaC9wf","38316","","2013","C","USD","4587155963.0"
"eYmPodjWVn2TVEXJfcz7WZ","38318","","2014","C","USD","628181818.2"
"GUc7p7bjtTkZA4jajizrdd","38380","","2014","C","USD","3636363636.0"
"VtKg5kU3M3VnS2kmPqBnR7","37289","","2008","C","USD","353894269.5"
"ngSiZpcqiFZwfT3WJn3s3Q","37290","","2008","C","USD","157735731.5"
"oKJ8xxj9HddXV5X7AbJSwW","37809","","2010","C","USD","3718705194.0"
"84EMHCschuuydS6czKtZYj","37838","","2011","C","USD","3315801646.0"
"iwysqW7NJP9Dudr3yZNSyn","34188","","2000","C","USD","18499979.43"
"WgCoKkp7WuPUApbJh4XezT","34187","","2000","C","USD","36151335.95"
"UaTpQTx4R2g8BXDxkmLhDM","34203","","2000","C","USD","33944.91639"
"XTLpBVsmedj7nCBzo4LbKf","39147","","2000","C","USD","84862.29097"
"6QWkTyZC74hoetYVfZUFDT","34207","","2000","C","USD","36321060.54"
"CWqb37jSdeYUyGmhUafbnb","34268","","2001","C","USD","49884.47384"
"w6mPpAr9EmwdJQRRvBJR6F","34328","","2002","C","USD","141343123.9"
"qSSmfbtDHhDdnmhnfXtHuW","34332","","2002","C","USD","3994549.815"
"wU2un58HBrTz4hWXaHvgsS","34474","","2003","C","USD","103108974.4"
"YB6rtL72ibeZYjF5moCyAN","34727","","2003","C","USD","65248647.89"
"5D23AYgjnuXrG8YMdjtqqc","34475","","2003","C","USD","29196639.88"
"76wXHNnFU952wmqBXWiKeK","34587","","2004","C","USD","30137.30041"
"3ksXmp5EtJYW6tZJdX5Tuc","34481","","2004","C","USD","150686.502"
"P9MszBHYPRgKHywS3mKhZ9","34482","","2004","C","USD","36411.77433"
"K3UCJpMX9Q3AnM3zCCQhk6","34478","","2004","C","USD","376716255.1"
"7VjxRjmEcH3NJSMj6HmmC9","34480","","2004","C","USD","150385129.0"
"eUXBU72LgWdREg5PVdMZAH","34613","","2005","C","USD","10510496.01"
"8y8nLVPjk3e3hFSej8aWiT","34897","","2005","C","USD","262762.4002"
"jgjPeC7oDFs9n5XWcudrP4","34663","","2005","C","USD","45934044.05"
"i2G42CTiidYJQNqRXjuioe","34676","","2006","C","USD","302805128.5"
"EqMvJcFqzAX99nLVJ2DhdE","34682","","2006","C","USD","8439273.717"
"4xjpPs6Gk6MRTwpEGGbGZd","38383","","2009","C","USD","178500000.0"
"ho7ZVF27aP7jULyBGUfz6n","34646","","2009","C","USD","300000000.0"
"SfzfqUZ8nTSAYtzhQafzKW","35233","","2010","C","USD","9296.762985"
"ahHHW7pvVBiVyp59uxkiXH","35234","","2010","C","USD","46483.81493"
"etXosce3DoK2rEKk6LjSBC","35236","","2010","C","USD","278902889.6"
"WhfM4w4jXvmpy3yEkKi73W","35268","","2011","C","USD","165790082.3"
"RppHkWVAqH685xyYPzEBHj","35271","","2011","C","USD","24868.51234"
"TiJD9NYu7DEc5EndwUcMoc","38364","","2011","C","USD","1243425617.0"
"FePckDbszk5yKrcysweKbc","38918","","2011","C","USD","4144.752057"
"TkP2Qi7HL8PKgry7iPRMw4","35270","","2011","C","USD","118539908.8"
"zedjB245BisZGvydAZy2S8","35269","","2011","C","USD","38131718.92"
"LPwCLchipYvqRkrVeyodJN","35290","","2012","C","USD","8404.802168"
"w4F52Y3PAbih8rp9AJ4yAP","14393","","2006","C","USD","15190692.69"
"UF726KRhT42tfwKMveoVhg","30108","","2007","C","USD","126492426.1"
"te8hn8z9FgWiHuyyhitKmn","30287","","2012","C","USD","19751285.09"
"95iAEAPo4ExRY5fxJerWh7","845","","2009","C","USD","39900000.0"
"w4Dp8P6FX3QTN4K88ZfYQL","2276","","2006","C","USD","6729002.856"
"uobr3ha3pnwsuovqk4YgPJ","1931","","2011","C","USD","62171280.85"
"N5G8TiNsQYXZJPWVtp2TXc","1364","","2001","C","USD","19921649.28"
"qoYLDqz9itgUCWUDKqCLRc","2302","","2005","C","USD","8899721.035"
"Y5MyC2cbPEHmNLbzwmxpCc","1773","","2006","C","USD","672900.2856"
